_id,name,information,location,type,combined,description,Doc,Topic,Probability
626a7a43a0a01aa356c14047,"bayt al-suhaymi (""house of suhaymi"")","The house is located in al-Darb Al-Asfar lane in al-Gamaliyya in al-Mu�izz street. It is one of the most beautiful examples of Cairo�s domestic architecture. It consists of several buildings overlooking a sizeable picturesque courtyard. The facades are plotted with wonderful wooden�mashrabiyyas (wooden grilled windows). The house also contains a large Meqead (seated balcony) and a furnished reception hall. Shaykh Abd al-Wahhab al-Tablawi established this house in 1058 AH / 1648 AD. The second and later section was set by Haji Ismail Chelebi in 1211 AH / 1796 AD. Shaykh Shihab al-Din Ahmad al-Suhaimi bought it in 1228 AH / 1813 AD. He was a senior scholar of al-Azhar University and the Shaykh of the Turkish�riwaq�in the Ottoman Period. The house is named after him.� � In 1349 AH / 1931 AD, al-Suhaimi�s heirs sold this house to the Committee for the Preservation of Arab Antiquities for the sum of six thousand pounds. �",Al-Mu'izz Street,monuments,"Bayt Al-Suhaymi (""House of Suhaymi"") The house is located in al-Darb Al-Asfar lane in al-Gamaliyya in al-Muizz street. It is one of the most beautiful examples of Cairos domestic architecture. It consists of several buildings overlooking a sizeable picturesque courtyard. The facades are plotted with wonderful woodenmashrabiyyas (wooden grilled windows). The house also contains a large Meqead (seated balcony) and a furnished reception hall. Shaykh Abd al-Wahhab al-Tablawi established this house in 1058 AH / 1648 AD. The second and later section was set by Haji Ismail Chelebi in 1211 AH / 1796 AD. Shaykh Shihab al-Din Ahmad al-Suhaimi bought it in 1228 AH / 1813 AD. He was a senior scholar of al-Azhar University and the Shaykh of the Turkishriwaqin the Ottoman Period. The house is named after him.  In 1349 AH / 1931 AD, al-Suhaimis heirs sold this house to the Committee for the Preservation of Arab Antiquities for the sum of six thousand pounds.  Al-Mu'izz Street monuments","Bayt Al-Suhaymi (""House of Suhaymi"") The house is located in al-Darb Al-Asfar lane in al-Gamaliyya in al-Muizz street. It is one of the most beautiful examples of Cairos domestic architecture. It consists of several buildings overlooking a sizeable picturesque courtyard. The facades are plotted with wonderful woodenmashrabiyyas (wooden grilled windows). The house also contains a large Meqead (seated balcony) and a furnished reception hall. Shaykh Abd al-Wahhab al-Tablawi established this house in 1058 AH / 1648 AD. The second and later section was set by Haji Ismail Chelebi in 1211 AH / 1796 AD. Shaykh Shihab al-Din Ahmad al-Suhaimi bought it in 1228 AH / 1813 AD. He was a senior scholar of al-Azhar University and the Shaykh of the Turkishriwaqin the Ottoman Period. The house is named after him.  In 1349 AH / 1931 AD, al-Suhaimis heirs sold this house to the Committee for the Preservation of Arab Antiquities for the sum of six thousand pounds.  Al-Mu'izz Street monuments",280,15,0.9798592
626a7a43a0a01aa356c1404d,mosque and madrasa of sultan hasan,"The Mosque and Madrasa of Sultan Hasan is one of the largest and architecturally exquisite mosques in all of Egypt. It was commissioned by the Mamluk sultan Hasan ibn al-Nasir Muhammad ibn Qalawun sometime between 757 AH/1356 AD and 764 AH/1363 AD, and is located at the end of Muhammad Ali Street, opposite its nineteenth century neighbor al-Rifa�i mosque in Midan al-Qal�a (Salah al-Din Square). � � � � � The historian al-Maqrizi, writing in the fifteenth century, reports on the construction of the mosque, stating that the plagues that affected the population at the time did not put an end to the completion of the mosque. The total cost of the project exceeded one million dinars. Because the project was executed on such a massive scale, it attracted many artisans and craftsmen from different provinces of the Mamluk empire. � � � � � Its proximity to the citadel ultimately resulted in its use as a fort by enemies several times throughout its history. Some sultans seriously considered demolishing it because enemy armies would use the mosques high platforms to launch attacks on the citadel. � � � � � Like most Islamic monuments in Cairo, this one has also undergone several phases of reconstruction, up until the twentieth century. The interior and exterior domes of the mosque are extremely ornate, and their designs may have been inspired by Armenian art and architecture. � � � � � A monumental iwan opens up on each of the four sides of the interior square courtyard. An iwan is a vaulted rectangular space that is open on one side. Doorways at the four corners of the courtyard allow access into four madrasas, educational institutions, where the four Sunni Islamic schools were taught.",Salah al-Din Square,monuments,"Mosque and Madrasa of Sultan Hasan The Mosque and Madrasa of Sultan Hasan is one of the largest and architecturally exquisite mosques in all of Egypt. It was commissioned by the Mamluk sultan Hasan ibn al-Nasir Muhammad ibn Qalawun sometime between 757 AH/1356 AD and 764 AH/1363 AD, and is located at the end of Muhammad Ali Street, opposite its nineteenth century neighbor al-Rifai mosque in Midan al-Qala (Salah al-Din Square).      The historian al-Maqrizi, writing in the fifteenth century, reports on the construction of the mosque, stating that the plagues that affected the population at the time did not put an end to the completion of the mosque. The total cost of the project exceeded one million dinars. Because the project was executed on such a massive scale, it attracted many artisans and craftsmen from different provinces of the Mamluk empire.      Its proximity to the citadel ultimately resulted in its use as a fort by enemies several times throughout its history. Some sultans seriously considered demolishing it because enemy armies would use the mosques high platforms to launch attacks on the citadel.      Like most Islamic monuments in Cairo, this one has also undergone several phases of reconstruction, up until the twentieth century. The interior and exterior domes of the mosque are extremely ornate, and their designs may have been inspired by Armenian art and architecture.      A monumental iwan opens up on each of the four sides of the interior square courtyard. An iwan is a vaulted rectangular space that is open on one side. Doorways at the four corners of the courtyard allow access into four madrasas, educational institutions, where the four Sunni Islamic schools were taught. Salah al-Din Square monuments","Mosque and Madrasa of Sultan Hasan The Mosque and Madrasa of Sultan Hasan is one of the largest and architecturally exquisite mosques in all of Egypt. It was commissioned by the Mamluk sultan Hasan ibn al-Nasir Muhammad ibn Qalawun sometime between 757 AH/1356 AD and 764 AH/1363 AD, and is located at the end of Muhammad Ali Street, opposite its nineteenth century neighbor al-Rifai mosque in Midan al-Qala (Salah al-Din Square).      The historian al-Maqrizi, writing in the fifteenth century, reports on the construction of the mosque, stating that the plagues that affected the population at the time did not put an end to the completion of the mosque. The total cost of the project exceeded one million dinars. Because the project was executed on such a massive scale, it attracted many artisans and craftsmen from different provinces of the Mamluk empire.      Its proximity to the citadel ultimately resulted in its use as a fort by enemies several times throughout its history. Some sultans seriously considered demolishing it because enemy armies would use the mosques high platforms to launch attacks on the citadel.      Like most Islamic monuments in Cairo, this one has also undergone several phases of reconstruction, up until the twentieth century. The interior and exterior domes of the mosque are extremely ornate, and their designs may have been inspired by Armenian art and architecture.      A monumental iwan opens up on each of the four sides of the interior square courtyard. An iwan is a vaulted rectangular space that is open on one side. Doorways at the four corners of the courtyard allow access into four madrasas, educational institutions, where the four Sunni Islamic schools were taught. Salah al-Din Square monuments",281,18,0.9901354
626a7a43a0a01aa356c14050,sabil-kuttab um �abbas,"Sabil-Kuttab Um �Abbas is situated in al-Saliba street, in Cairo�s Qal�a District. It was named after its patron, Mrs. Banba Kaden bint �Abdallah al-Bayda in 1284 AH/1867 AD as a waqf for her late son �Abbas Helmi I (1280�1296 AH/1863�1879 AD), the governor of Egypt and cousin of Khedive Isma�il Pasha. � � � � � The Sabil-Kuttab historically functioned as a public water fountain surmounted or annexed by a school, and Um �Abbas� Sabil-Kuttab counts among the most exquisite of the structures on al-Saliba Street. Decorated in marble floral designs, the architecture was inspired by European Rococo designs. It is a testament to the sophisticated hydraulic system of nineteenth-century Cairo. � � � � � It was mainly the Holy Quran that was taught to children in the Kuttab. Graffiti on the walls in Arabic and Turkish dialects commemorate this classroom environment. One inscription in particular is signed off by the calligrapher �Abdallah al-Zuhdi al-Nabulsi.",Al-Saliba Street,monuments,"Sabil-Kuttab Um Abbas Sabil-Kuttab Um Abbas is situated in al-Saliba street, in Cairos Qala District. It was named after its patron, Mrs. Banba Kaden bint Abdallah al-Bayda in 1284 AH/1867 AD as a waqf for her late son Abbas Helmi I (12801296 AH/18631879 AD), the governor of Egypt and cousin of Khedive Ismail Pasha.      The Sabil-Kuttab historically functioned as a public water fountain surmounted or annexed by a school, and Um Abbas Sabil-Kuttab counts among the most exquisite of the structures on al-Saliba Street. Decorated in marble floral designs, the architecture was inspired by European Rococo designs. It is a testament to the sophisticated hydraulic system of nineteenth-century Cairo.      It was mainly the Holy Quran that was taught to children in the Kuttab. Graffiti on the walls in Arabic and Turkish dialects commemorate this classroom environment. One inscription in particular is signed off by the calligrapher Abdallah al-Zuhdi al-Nabulsi. Al-Saliba Street monuments","Sabil-Kuttab Um Abbas Sabil-Kuttab Um Abbas is situated in al-Saliba street, in Cairos Qala District. It was named after its patron, Mrs. Banba Kaden bint Abdallah al-Bayda in 1284 AH/1867 AD as a waqf for her late son Abbas Helmi I (12801296 AH/18631879 AD), the governor of Egypt and cousin of Khedive Ismail Pasha.      The Sabil-Kuttab historically functioned as a public water fountain surmounted or annexed by a school, and Um Abbas Sabil-Kuttab counts among the most exquisite of the structures on al-Saliba Street. Decorated in marble floral designs, the architecture was inspired by European Rococo designs. It is a testament to the sophisticated hydraulic system of nineteenth-century Cairo.      It was mainly the Holy Quran that was taught to children in the Kuttab. Graffiti on the walls in Arabic and Turkish dialects commemorate this classroom environment. One inscription in particular is signed off by the calligrapher Abdallah al-Zuhdi al-Nabulsi. Al-Saliba Street monuments",282,2,0.9738711
626a7a43a0a01aa356c14033,madrasa of sultan al-ghuri,"Al-Ghuri�s madrasa is located on al-Mu�izz street, at the juncture between al-Ghuriyya and al-Azhar. It was established by sultan Qunsuah al-Ghuri in 909 AH/ 1503 AD. It is a unique example of Circassian Mamluk architecture during its final days in Egypt. It was used for both prayer as a mosque and a school. The madrasa is consisting of courtyard and four iwans, Sultan al-Ghuri established this school to teach the four schools of Islamic jurisprudence. The madrasa has a one of a kind square minaret decorated with geometric designs and squares that resemble a chessboard, it also has five heads.",Al-Mu'izz Street,monuments,"Madrasa of Sultan al-Ghuri Al-Ghuris madrasa is located on al-Muizz street, at the juncture between al-Ghuriyya and al-Azhar. It was established by sultan Qunsuah al-Ghuri in 909 AH/ 1503 AD. It is a unique example of Circassian Mamluk architecture during its final days in Egypt. It was used for both prayer as a mosque and a school. The madrasa is consisting of courtyard and four iwans, Sultan al-Ghuri established this school to teach the four schools of Islamic jurisprudence. The madrasa has a one of a kind square minaret decorated with geometric designs and squares that resemble a chessboard, it also has five heads. Al-Mu'izz Street monuments","Madrasa of Sultan al-Ghuri Al-Ghuris madrasa is located on al-Muizz street, at the juncture between al-Ghuriyya and al-Azhar. It was established by sultan Qunsuah al-Ghuri in 909 AH/ 1503 AD. It is a unique example of Circassian Mamluk architecture during its final days in Egypt. It was used for both prayer as a mosque and a school. The madrasa is consisting of courtyard and four iwans, Sultan al-Ghuri established this school to teach the four schools of Islamic jurisprudence. The madrasa has a one of a kind square minaret decorated with geometric designs and squares that resemble a chessboard, it also has five heads. Al-Mu'izz Street monuments",283,13,0.97314614
626a7a43a0a01aa356c1402f,muhammad ali pasha palace,"The Palace of Muhammad Ali Pasha (1220-1264AH \ AD1805-1848), is a rare masterpiece that combines elements of European aesthetics with Islamic architecture. Its construction began in 1223AH / AD1808, when Muhammad Ali decided to build Shubra Suburb, which was the northern promenade of Cairo. The palace was far from the Salah al-Din al-Ayyubi Citadel, which at the time was the seat of government. the Muhammad Ali Palace has become known as Paradise Palace or Shubra Palace. The architectural plan of the palace was centred within a massive garden that included clusters of buildings surrounded by a wall. Initially, the palace consisted of the Saraya al-Ekama (Residential Palace), Saraya al-Fasqiya (Fountain Palace) and the Gabalaya Kiosk. It also included a bird tower, boat harbour, water wheel that provided the palace and its garden with water, and stables known as the Shubra Stables. The style employed in the palaces took on the character of Italian and French aesthetics.This was also the first building in Egypt to incorporate a modern lighting system.",Cairo,monuments,"Muhammad Ali Pasha Palace The Palace of Muhammad Ali Pasha (1220-1264AH \ AD1805-1848), is a rare masterpiece that combines elements of European aesthetics with Islamic architecture. Its construction began in 1223AH / AD1808, when Muhammad Ali decided to build Shubra Suburb, which was the northern promenade of Cairo. The palace was far from the Salah al-Din al-Ayyubi Citadel, which at the time was the seat of government. the Muhammad Ali Palace has become known as Paradise Palace or Shubra Palace. The architectural plan of the palace was centred within a massive garden that included clusters of buildings surrounded by a wall. Initially, the palace consisted of the Saraya al-Ekama (Residential Palace), Saraya al-Fasqiya (Fountain Palace) and the Gabalaya Kiosk. It also included a bird tower, boat harbour, water wheel that provided the palace and its garden with water, and stables known as the Shubra Stables. The style employed in the palaces took on the character of Italian and French aesthetics.This was also the first building in Egypt to incorporate a modern lighting system. Cairo monuments","Muhammad Ali Pasha Palace The Palace of Muhammad Ali Pasha (1220-1264AH \ AD1805-1848), is a rare masterpiece that combines elements of European aesthetics with Islamic architecture. Its construction began in 1223AH / AD1808, when Muhammad Ali decided to build Shubra Suburb, which was the northern promenade of Cairo. The palace was far from the Salah al-Din al-Ayyubi Citadel, which at the time was the seat of government. the Muhammad Ali Palace has become known as Paradise Palace or Shubra Palace. The architectural plan of the palace was centred within a massive garden that included clusters of buildings surrounded by a wall. Initially, the palace consisted of the Saraya al-Ekama (Residential Palace), Saraya al-Fasqiya (Fountain Palace) and the Gabalaya Kiosk. It also included a bird tower, boat harbour, water wheel that provided the palace and its garden with water, and stables known as the Shubra Stables. The style employed in the palaces took on the character of Italian and French aesthetics.This was also the first building in Egypt to incorporate a modern lighting system. Cairo monuments",284,15,0.870833
626a7a43a0a01aa356c14046,bab zuwayla,"Bab Zuwayla, with its impressive dimensions, perfect stone masonry, and graceful twin minarets rising from its round-fronted towers, is one of Cairo�s most iconic monuments. It is the only remaining gate of the southern wall of the city�s Fatimid phase. It opens onto the historic al-Mu�izz Street, which leads to Bab al-Futuh at its northern end. Built by the Fatimid vizier and commander-in-chief, Badr al-Jamali, in 480�AH/1092�AD, it defined Cairo�s new southernmost extent, displacing the original, brick, Bab Zuwayla (now lost). Its builder, the Fatimid commander of the armies, was Jawhar al-Siqilli, who conquered Egypt and founded Cairo. Among his troops were members of the eponymous tribe of Zuwayla, who were quartered near the gate. The minarets were not added until 818�AH/1415�AD, when the Mamluk Sultan al-Mua'yyad Shaykh built a mosque next to Bab Zuwayla. � � � � � Bab Zuwayla was also known as Bawabbat al-Mitwalli, because the mitwalli al-hesba, the official in charge of finances and tax collection, was based here. According to local folklore, the spirit of al-Mitwalli ""one of the righteous friends of Allah"", resides in this area, and performs miracles. � � � � � Bab Zuwayla witnessed the end of Mamluk rule when the Ottoman Sultan, Selim I, hanged the last Mamluk Sultan, Tumanbay in 922 AH/1517 AD.",Al-Mu'izz Street,monuments,"Bab Zuwayla Bab Zuwayla, with its impressive dimensions, perfect stone masonry, and graceful twin minarets rising from its round-fronted towers, is one of Cairos most iconic monuments. It is the only remaining gate of the southern wall of the citys Fatimid phase. It opens onto the historic al-Muizz Street, which leads to Bab al-Futuh at its northern end. Built by the Fatimid vizier and commander-in-chief, Badr al-Jamali, in 480AH/1092AD, it defined Cairos new southernmost extent, displacing the original, brick, Bab Zuwayla (now lost). Its builder, the Fatimid commander of the armies, was Jawhar al-Siqilli, who conquered Egypt and founded Cairo. Among his troops were members of the eponymous tribe of Zuwayla, who were quartered near the gate. The minarets were not added until 818AH/1415AD, when the Mamluk Sultan al-Mua'yyad Shaykh built a mosque next to Bab Zuwayla.      Bab Zuwayla was also known as Bawabbat al-Mitwalli, because the mitwalli al-hesba, the official in charge of finances and tax collection, was based here. According to local folklore, the spirit of al-Mitwalli ""one of the righteous friends of Allah"", resides in this area, and performs miracles.      Bab Zuwayla witnessed the end of Mamluk rule when the Ottoman Sultan, Selim I, hanged the last Mamluk Sultan, Tumanbay in 922 AH/1517 AD. Al-Mu'izz Street monuments","Bab Zuwayla Bab Zuwayla, with its impressive dimensions, perfect stone masonry, and graceful twin minarets rising from its round-fronted towers, is one of Cairos most iconic monuments. It is the only remaining gate of the southern wall of the citys Fatimid phase. It opens onto the historic al-Muizz Street, which leads to Bab al-Futuh at its northern end. Built by the Fatimid vizier and commander-in-chief, Badr al-Jamali, in 480AH/1092AD, it defined Cairos new southernmost extent, displacing the original, brick, Bab Zuwayla (now lost). Its builder, the Fatimid commander of the armies, was Jawhar al-Siqilli, who conquered Egypt and founded Cairo. Among his troops were members of the eponymous tribe of Zuwayla, who were quartered near the gate. The minarets were not added until 818AH/1415AD, when the Mamluk Sultan al-Mua'yyad Shaykh built a mosque next to Bab Zuwayla.      Bab Zuwayla was also known as Bawabbat al-Mitwalli, because the mitwalli al-hesba, the official in charge of finances and tax collection, was based here. According to local folklore, the spirit of al-Mitwalli ""one of the righteous friends of Allah"", resides in this area, and performs miracles.      Bab Zuwayla witnessed the end of Mamluk rule when the Ottoman Sultan, Selim I, hanged the last Mamluk Sultan, Tumanbay in 922 AH/1517 AD. Al-Mu'izz Street monuments",285,14,0.5270637
626a7a43a0a01aa356c1404c,sultan al-nasir muhammad mosque,"The mosque of Sultan al�-Nasir Muhammad ibn Qalawun, in the Citadel of Salah al-Din al-Ayyubi (Saladin) in Cairo, was the royal mosque during the Mamluk Period (792�922 AH/1250�1517 AD). It is located in the Citadel�s southern section. The Mamluk sultan, al-Nasir Muhammad, over the course of his forty-two-year reign that was interrupted three times, built more monuments than any other ruler of the Mamluk ruler. He decreed that this mosque be built in 718 AH/1318 AD. After it was completed, however, he demolished it and rebuilt it in 735 AH/1335 AD. This mosque was highly cherished by subsequent Mamluk sultans, and used by the Mamluk occupants of the Citadel. � � � � � The mosque is among the most prominent monuments within the Citadel due to its unique style that merges many architectural traditions. The tops of its two minarets and dome were once covered in green tiles, and are influenced by an eastern Islamic style. The inside of the dome is decorated with a bar of Quranic verses, the titles of Sultan al-Nasir Muhammad, and the date of the building of the second mosque. The ceiling of the mosque is decorated with beautiful geometric shapes. The ornate minbar (pulpit) is made of wood, inlaid with ivory and mother-of-pearl, and inscribed with the name of King Farouk. � � � � � The mosque was used as storage and prison during the British occupation of 1882 AD. This led to its destruction, but it was subsequently restored in 1948 AD.",Cairo Citadel,monuments,"Sultan al-Nasir Muhammad Mosque The mosque of Sultan al-Nasir Muhammad ibn Qalawun, in the Citadel of Salah al-Din al-Ayyubi (Saladin) in Cairo, was the royal mosque during the Mamluk Period (792922 AH/12501517 AD). It is located in the Citadels southern section. The Mamluk sultan, al-Nasir Muhammad, over the course of his forty-two-year reign that was interrupted three times, built more monuments than any other ruler of the Mamluk ruler. He decreed that this mosque be built in 718 AH/1318 AD. After it was completed, however, he demolished it and rebuilt it in 735 AH/1335 AD. This mosque was highly cherished by subsequent Mamluk sultans, and used by the Mamluk occupants of the Citadel.      The mosque is among the most prominent monuments within the Citadel due to its unique style that merges many architectural traditions. The tops of its two minarets and dome were once covered in green tiles, and are influenced by an eastern Islamic style. The inside of the dome is decorated with a bar of Quranic verses, the titles of Sultan al-Nasir Muhammad, and the date of the building of the second mosque. The ceiling of the mosque is decorated with beautiful geometric shapes. The ornate minbar (pulpit) is made of wood, inlaid with ivory and mother-of-pearl, and inscribed with the name of King Farouk.      The mosque was used as storage and prison during the British occupation of 1882 AD. This led to its destruction, but it was subsequently restored in 1948 AD. Cairo Citadel monuments","Sultan al-Nasir Muhammad Mosque The mosque of Sultan al-Nasir Muhammad ibn Qalawun, in the Citadel of Salah al-Din al-Ayyubi (Saladin) in Cairo, was the royal mosque during the Mamluk Period (792922 AH/12501517 AD). It is located in the Citadels southern section. The Mamluk sultan, al-Nasir Muhammad, over the course of his forty-two-year reign that was interrupted three times, built more monuments than any other ruler of the Mamluk ruler. He decreed that this mosque be built in 718 AH/1318 AD. After it was completed, however, he demolished it and rebuilt it in 735 AH/1335 AD. This mosque was highly cherished by subsequent Mamluk sultans, and used by the Mamluk occupants of the Citadel.      The mosque is among the most prominent monuments within the Citadel due to its unique style that merges many architectural traditions. The tops of its two minarets and dome were once covered in green tiles, and are influenced by an eastern Islamic style. The inside of the dome is decorated with a bar of Quranic verses, the titles of Sultan al-Nasir Muhammad, and the date of the building of the second mosque. The ceiling of the mosque is decorated with beautiful geometric shapes. The ornate minbar (pulpit) is made of wood, inlaid with ivory and mother-of-pearl, and inscribed with the name of King Farouk.      The mosque was used as storage and prison during the British occupation of 1882 AD. This led to its destruction, but it was subsequently restored in 1948 AD. Cairo Citadel monuments",286,29,0.29979023
626a7a43a0a01aa356c1405c,madrasa and khanaqah of sultan al-zahir barquq,"It was established by King Al-Zahir Abu Saeed Barquq bin Anas between the years (786-788 AH/1384-1386 AD). . It was used as a school to teach the four sects, a mosque and a Sufi khanqa, with a mausoleum dome in which his father and a number of his wives and sons were buried. The school consists of an open courtyard and four iwans, the largest of which is to the southeast, with a marble mihrab, a wooden pulpit, the Qur�an chair, and the bench of the rebeater,A mausoleum dome, secondary schools, Sufi classes, rooms for students, a kitchen, a toilet, and a cowshed were attached to� facility to serve the residents of the rooms. Above the entrance facade is a domed minaret that has been renovated from a picture drawn by a traveler. The facility is a wonderful architectural masterpiece with all its architectural and decorative elements. The facility distinguishes the cursive texts from Quranic verses, the name of the originator, the date of construction, the colored marble cladding, and the qibla roof with its magnificent decorations.",Al-Mu'izz Street,monuments,"Madrasa and Khanaqah of Sultan al-Zahir Barquq It was established by King Al-Zahir Abu Saeed Barquq bin Anas between the years (786-788 AH/1384-1386 AD). . It was used as a school to teach the four sects, a mosque and a Sufi khanqa, with a mausoleum dome in which his father and a number of his wives and sons were buried. The school consists of an open courtyard and four iwans, the largest of which is to the southeast, with a marble mihrab, a wooden pulpit, the Quran chair, and the bench of the rebeater,A mausoleum dome, secondary schools, Sufi classes, rooms for students, a kitchen, a toilet, and a cowshed were attached to facility to serve the residents of the rooms. Above the entrance facade is a domed minaret that has been renovated from a picture drawn by a traveler. The facility is a wonderful architectural masterpiece with all its architectural and decorative elements. The facility distinguishes the cursive texts from Quranic verses, the name of the originator, the date of construction, the colored marble cladding, and the qibla roof with its magnificent decorations. Al-Mu'izz Street monuments","Madrasa and Khanaqah of Sultan al-Zahir Barquq It was established by King Al-Zahir Abu Saeed Barquq bin Anas between the years (786-788 AH/1384-1386 AD). . It was used as a school to teach the four sects, a mosque and a Sufi khanqa, with a mausoleum dome in which his father and a number of his wives and sons were buried. The school consists of an open courtyard and four iwans, the largest of which is to the southeast, with a marble mihrab, a wooden pulpit, the Quran chair, and the bench of the rebeater,A mausoleum dome, secondary schools, Sufi classes, rooms for students, a kitchen, a toilet, and a cowshed were attached to facility to serve the residents of the rooms. Above the entrance facade is a domed minaret that has been renovated from a picture drawn by a traveler. The facility is a wonderful architectural masterpiece with all its architectural and decorative elements. The facility distinguishes the cursive texts from Quranic verses, the name of the originator, the date of construction, the colored marble cladding, and the qibla roof with its magnificent decorations. Al-Mu'izz Street monuments",287,29,0.98333156
626a7a43a0a01aa356c1405e,madrasa and mausoleum of al-saleh najm al-din ayyub,"This is one of the most important architectural installations daring to the Ayyubid period. It is located between al-Qasrayn (the two palaces) on Al-Muizz Street. Built in the year 641 AH / 1243 AD, it became known as the Salhiyya Madrasa, referring to its eponym Sultan Al-Malik Al-Salih Najm Al-Din Ayyub. The madrasa taught the four Sunni jurisprudence schools, replacing the Shiite curriculum that had been in place under the Fatimid Dynasty. Each of the four jurisprudence schools has its own allocated area inside the madrasa. This was the first institution of its kind to teach all four of the jurisprudence schools. One of the madrasas most important features is its main faade and distinctive minaret above the entrance. Only the western iwan, in which the Malik madhhab was taught, survives. The Mausoleum was built in 647AH\ 1249 AD by Shajarat al-Dur, wife of Sultan Najm al-Din Ayyub, she commissioned the structure for her husband following his death in the battle against the Crusaders in Mansura. He was buried in al-Rawda Citadel and later removed to the mausoleum when it was completed in 648 AH\ 1250 AD. The dome has one main faade with an entrance overlooking al-Muizz Street. A plaque above the main entrance records the date of the Sultans death. The wooden cabin inside the dome is a good example of Ayyubid wooden antiques.",Al-Mu'izz Street,monuments,"Madrasa and Mausoleum of al-Saleh Najm al-Din Ayyub This is one of the most important architectural installations daring to the Ayyubid period. It is located between al-Qasrayn (the two palaces) on Al-Muizz Street. Built in the year 641 AH / 1243 AD, it became known as the Salhiyya Madrasa, referring to its eponym Sultan Al-Malik Al-Salih Najm Al-Din Ayyub. The madrasa taught the four Sunni jurisprudence schools, replacing the Shiite curriculum that had been in place under the Fatimid Dynasty. Each of the four jurisprudence schools has its own allocated area inside the madrasa. This was the first institution of its kind to teach all four of the jurisprudence schools. One of the madrasas most important features is its main faade and distinctive minaret above the entrance. Only the western iwan, in which the Malik madhhab was taught, survives. The Mausoleum was built in 647AH\ 1249 AD by Shajarat al-Dur, wife of Sultan Najm al-Din Ayyub, she commissioned the structure for her husband following his death in the battle against the Crusaders in Mansura. He was buried in al-Rawda Citadel and later removed to the mausoleum when it was completed in 648 AH\ 1250 AD. The dome has one main faade with an entrance overlooking al-Muizz Street. A plaque above the main entrance records the date of the Sultans death. The wooden cabin inside the dome is a good example of Ayyubid wooden antiques. Al-Mu'izz Street monuments","Madrasa and Mausoleum of al-Saleh Najm al-Din Ayyub This is one of the most important architectural installations daring to the Ayyubid period. It is located between al-Qasrayn (the two palaces) on Al-Muizz Street. Built in the year 641 AH / 1243 AD, it became known as the Salhiyya Madrasa, referring to its eponym Sultan Al-Malik Al-Salih Najm Al-Din Ayyub. The madrasa taught the four Sunni jurisprudence schools, replacing the Shiite curriculum that had been in place under the Fatimid Dynasty. Each of the four jurisprudence schools has its own allocated area inside the madrasa. This was the first institution of its kind to teach all four of the jurisprudence schools. One of the madrasas most important features is its main faade and distinctive minaret above the entrance. Only the western iwan, in which the Malik madhhab was taught, survives. The Mausoleum was built in 647AH\ 1249 AD by Shajarat al-Dur, wife of Sultan Najm al-Din Ayyub, she commissioned the structure for her husband following his death in the battle against the Crusaders in Mansura. He was buried in al-Rawda Citadel and later removed to the mausoleum when it was completed in 648 AH\ 1250 AD. The dome has one main faade with an entrance overlooking al-Muizz Street. A plaque above the main entrance records the date of the Sultans death. The wooden cabin inside the dome is a good example of Ayyubid wooden antiques. Al-Mu'izz Street monuments",288,4,0.98657316
626a7a43a0a01aa356c14035,al-ghuri�s wikala,"lies on al-Tablita street in al-Azhar. It is known as wikalat al-nakhla and the�misbagha�(laundry). Sultan al- Ashraf Abu al-Nasr Qunsuah al-Ghuri established it in 909 AH/ 1503 AD. The vast majority of the wikala�s architectural features still survive today, thanks to the efforts of the Committee of Conservation of Arab Antiquities to restore the complex in 1357 AH/ 1947 AD. The wikala consists of an open rectangular courtyard surrounded on all four sides by chambers that go up to five levels. The main fa�ade, which contains the main entrance is on the south. The ground floor contains thirty storage rooms allocated for merchants. The third level contains 29 living quarters for the public. The last two floors served as a motel for travelling merchants.",Al-Mu'izz Street,monuments,"Al-Ghuris wikala lies on al-Tablita street in al-Azhar. It is known as wikalat al-nakhla and themisbagha(laundry). Sultan al- Ashraf Abu al-Nasr Qunsuah al-Ghuri established it in 909 AH/ 1503 AD. The vast majority of the wikalas architectural features still survive today, thanks to the efforts of the Committee of Conservation of Arab Antiquities to restore the complex in 1357 AH/ 1947 AD. The wikala consists of an open rectangular courtyard surrounded on all four sides by chambers that go up to five levels. The main faade, which contains the main entrance is on the south. The ground floor contains thirty storage rooms allocated for merchants. The third level contains 29 living quarters for the public. The last two floors served as a motel for travelling merchants. Al-Mu'izz Street monuments","Al-Ghuris wikala lies on al-Tablita street in al-Azhar. It is known as wikalat al-nakhla and themisbagha(laundry). Sultan al- Ashraf Abu al-Nasr Qunsuah al-Ghuri established it in 909 AH/ 1503 AD. The vast majority of the wikalas architectural features still survive today, thanks to the efforts of the Committee of Conservation of Arab Antiquities to restore the complex in 1357 AH/ 1947 AD. The wikala consists of an open rectangular courtyard surrounded on all four sides by chambers that go up to five levels. The main faade, which contains the main entrance is on the south. The ground floor contains thirty storage rooms allocated for merchants. The third level contains 29 living quarters for the public. The last two floors served as a motel for travelling merchants. Al-Mu'izz Street monuments",289,18,0.5381196
